product,name,description,flowerydescription,availability,sku,price
pearl-necklaces-monsoon-budding-flower-pendant-white-gold,Monsoon Budding Flower Pendant - White Gold,"Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt white gold, with 45 white diamonds (0.31ct) and 201 tsavorites (2.80ct).","This pendant takes inspiration from the native wildflowers of northern Australia. It showcases the gradual progression of bloom, with rich green tsavorites and sparkling diamonds.

    	
		Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt white gold, with 45 white diamonds (0.31ct) and 201 tsavorites (2.80ct).",Out of stock,SKU    Y18P06WPO12,"AUD 16,800.00"
pearl-necklaces-monsoon-budding-flower-pendant-yellow-gold,Monsoon Budding Flower Pendant - Yellow Gold,"Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt yellow gold, with 201 yellow diamonds and 45 white diamonds (3.11ct).","This pendant showcases the gradual progression of a wildflower in bloom. Each handcrafted petal is designed to move and reveals a beautiful pearl hidden inside.

    	
		Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt yellow gold, with 201 yellow diamonds and 45 white diamonds (3.11ct).",Out of stock,SKU    Y18P07YPO12,"AUD 35,800.00"
pearl-necklaces-monsoon-large-cicada-pendant-white-gold,Monsoon Large Cicada Pendant - White Gold,"Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt white gold, with, 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).","Symbolising the beginning of monsoon season, this cicada pendant features meticulously crafted diamond wings, which encase a rare Paspaley pearl. Chain sold separately.

    	
		Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt white gold, with, 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).",Out of stock,SKU    Y18P30WPO16,"AUD 32,800.00"
pearl-necklaces-monsoon-large-cicada-pendant-yellow-gold,Monsoon Large Cicada Pendant - Yellow Gold,"Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt yellow gold, with 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).","Symbolising the beginning of monsoon season, this cicada pendant features meticulously crafted diamond wings, which encase a rare Paspaley pearl. Chain sold separately.

    	
		Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt yellow gold, with 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).",Out of stock,SKU    Y18P30YPO16,"AUD 32,800.00"
pearl-necklaces-monsoon-petal-pendant-necklace-yellow-gold,Monsoon Petal Pendant Necklace - Yellow Gold,Paspaley Monsoon Necklace in 750 Yellow Gold with a 10mm Keshi Baroque Australian South Sea Pearl and 81 White Diamonds (0.58ct). Length 52cms.,"Embodying the evolution of nature after monsoonal rains, this delicate petal pendant sparkles with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon Necklace in 750 Yellow Gold with a 10mm Keshi Baroque Australian South Sea Pearl and 81 White Diamonds (0.58ct). Length 52cms.",In stock,SKU    Y18N04YKQ10,"AUD 7,680.00"
pearl-necklaces-monsoon-wildflower-collier-yellow-gold,Monsoon Wildflower Collier - Yellow Gold,"Paspaley Monsoon Unique Collier in 750 Yellow Gold with 77, 4-11mm Keshi Baroque Australian South Sea Pearls, 82 White Diamonds (3.40ct) and 397 Yellow Diamonds (8.36ct).","This Monsoon collier features beautiful Paspaley keshi pearls, combined with yellow and white diamonds. Exceptionally rare, a collier of this size can span across many pearl harvests.

    	
		Paspaley Monsoon Unique Collier in 750 Yellow Gold with 77, 4-11mm Keshi Baroque Australian South Sea Pearls, 82 White Diamonds (3.40ct) and 397 Yellow Diamonds (8.36ct).",Out of stock,SKU    Y18N03YKQ11,"AUD 228,000.00"
pearl-necklaces-oval-bella-petite-pendant-white-gold,Oval Bella Petite Pendant - White Gold,Paspaley pendant featuring a 11mm oval pearl set in 18kt white gold. Chain sold separately.,"A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm oval pearl set in 18kt white gold. Chain sold separately.",In stock,SKU    C00P05WPO11,"AUD 1,880.00"
pearl-necklaces-oval-bella-petite-pendant-yellow-gold,Oval Bella Petite Pendant - Yellow Gold,Paspaley pendant featuring a 11mm oval pearl set in 18kt yellow gold. Chain sold separately.,"A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm oval pearl set in 18kt yellow gold. Chain sold separately.",In stock,SKU    C00P05YPO11,"AUD 1,880.00"
pearl-necklaces-palais-pearl-necklace-rose-gold,Palais Pearl Necklace - Rose Gold,"Paspaley necklace featuring a 13mm triangle pearl set in 18kt rose gold, with 12 white diamonds (0.06ct).","This minimalist design perfectly highlights a beautiful 13mm Triangle pearl.

    	
		Paspaley necklace featuring a 13mm triangle pearl set in 18kt rose gold, with 12 white diamonds (0.06ct).",In stock,SKU    C00N15RPT13,"AUD 3,180.00"
pearl-necklaces-palais-pearl-necklace-white-gold,Palais Pearl Necklace - White Gold,"Paspaley necklace featuring a 14mm triangle pearl set in 18kt white gold, with 30 white diamonds (0.20ct).","This minimalist design perfectly highlights a beautiful 14mm Triangle pearl.

    	
		Paspaley necklace featuring a 14mm triangle pearl set in 18kt white gold, with 30 white diamonds (0.20ct).",In stock,SKU    C00N14WPT14,"AUD 3,880.00"
pearl-necklaces-palais-pearl-necklace-yellow-gold,Palais Pearl Necklace - Yellow Gold,"Paspaley necklace featuring a 14mm triangle pearl set in 18kt yellow gold, with 30 white diamonds (0.20ct).","This minimalist design perfectly highlights a beautiful 14mm Triangle pearl.

    	
		Paspaley necklace featuring a 14mm triangle pearl set in 18kt yellow gold, with 30 white diamonds (0.20ct).",In stock,SKU    C00N14YPT14,"AUD 3,880.00"
pearl-necklaces-pearls-my-way-pave-pendant-14mm-round-white-gold,Pearls My Way Pave Pendant 14mm Round - White Gold,"Paspaley pendant featuring one 14mm round pearl set in 18kt white gold, with 49 white diamonds (0.26ct). Chain sold separately.","Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one 14mm round pearl set in 18kt white gold, with 49 white diamonds (0.26ct). Chain sold separately.",Out of stock,SKU    DC18P03WPR14,"AUD 8,460.00"
pearl-necklaces-rockpool-long-chain-white-gold,Rockpool Long Chain - White Gold,"Paspaley Australian South Sea Keshi chain in 18kt white gold with 20, 5mm Keshi baroque pearls and 18 white diamonds (0.44ct). Pendant sold separately.","This stunning chain features exceptionally rare keshi pearls. Pendants can be playfully added to create a unique look.

    	
		Paspaley Australian South Sea Keshi chain in 18kt white gold with 20, 5mm Keshi baroque pearls and 18 white diamonds (0.44ct). Pendant sold separately.",In stock,SKU    X17C10WKQ05,"AUD 10,800.00"
pearl-necklaces-rockpool-paraiba-collier-platinum,Rockpool Paraiba Collier - Platinum,"Paspaley collier featuring 110, 5-11mm keshi baroque pearls set in platinum, with 15 Paraiba tourmalines (82.47ct) and 521 white diamonds (11.78ct).","A one-of-a-kind beauty, this collier features some of the rarest gem-quality keshi pearls and one of the rarest gemstones on the planet. The unique colour of Paraiba tourmaline reflects the pristine blue waters of the Kimberley coastline.

    	
		Paspaley collier featuring 110, 5-11mm keshi baroque pearls set in platinum, with 15 Paraiba tourmalines (82.47ct) and 521 white diamonds (11.78ct).",Out of stock,SKU    X17N10PKQ11,"AUD 388,000.00"
pearl-necklaces-rockpool-pendant-white-gold,Rockpool Pendant - White Gold,"Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt white gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.","This design incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. A rare Paspaley keshi pearl is suspended from the edge of the three-dimensional clam shell, which can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt white gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.",In stock,SKU    X17P11WKQ06,"AUD 9,680.00"
pearl-necklaces-rockpool-pendant-yellow-gold,Rockpool Pendant - Yellow Gold,"Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt yellow gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.","An elegant statement, this piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. A rare Paspaley keshi pearl is suspended from the edge of the three-dimensional clam shell, which can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt yellow gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.",In stock,SKU    X17P11YKQ06,"AUD 9,680.00"
pearl-necklaces-rockpool-petite-pendant-white-gold,Rockpool Petite Pendant - White Gold,"Paspaley pendant featuring mother-of-pearl set in 18kt white gold, with 91 white diamonds (0.46ct). Chain sold separately.","As unique as the wearer, this striking piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. The three-dimensional clam shell can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring mother-of-pearl set in 18kt white gold, with 91 white diamonds (0.46ct). Chain sold separately.",In stock,SKU    X17P10W,"AUD 7,680.00"
pearl-necklaces-rockpool-petite-pendant-yellow-gold,Rockpool Petite Pendant - Yellow Gold,"Paspaley pendant featuring mother-of-pearl set in 18kt yellow gold, with 91 white diamonds (0.46ct). Chain sold separately.","As unique as the wearer, this striking piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. The three-dimensional clam shell can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring mother-of-pearl set in 18kt yellow gold, with 91 white diamonds (0.46ct). Chain sold separately.",In stock,SKU    X17P10Y,"AUD 7,680.00"
pearl-necklaces-rockpool-short-chain-yellow-gold,Rockpool Short Chain - Yellow Gold,"Paspaley necklace featuring 10, 5mm keshi baroque pearls set in 18kt yellow gold, with 12 white diamonds (0.23ct). Pendant sold separately.","This stunning chain features luminous keshi pearls. Rockpool pendants can be playfully attached to create a unique look. Pendant sold separately.

    	
		Paspaley necklace featuring 10, 5mm keshi baroque pearls set in 18kt yellow gold, with 12 white diamonds (0.23ct). Pendant sold separately.",In stock,SKU    X17C11YKQ05,"AUD 6,880.00"
pearl-necklaces-rockpool-tanzanite-collier-platinum,Rockpool Tanzanite Collier - Platinum,"Paspaley collier featuring 70, 4-6mm keshi baroque pearls set in platinum, with 10 tanzanites (55.59ct) and 1904 white diamonds (28.26ct) and 131 amethysts (3.44ct).","A unique collier combines exceptionally rare cultured pearls selected from Paspaley's collection, alongside sparkling diamonds and deep blue tanzanite.

    	
		Paspaley collier featuring 70, 4-6mm keshi baroque pearls set in platinum, with 10 tanzanites (55.59ct) and 1904 white diamonds (28.26ct) and 131 amethysts (3.44ct).",Out of stock,SKU    X17N11PKQ06,"AUD 258,000.00"
pearl-necklaces-semi-round-pearl-swap-yellow-gold,Semi Round Pearl Swap - Yellow Gold,"Paspaley swap featuring one, 14mm semi round pearl with an 18kt yellow gold mechanism. Nitrile chord and cascade available separately.","This Paspaley pearl swap captures the beauty of a Paspaley pearl. Contrast with an interchangeable nitrile chord or cascade to instantly transform your look.

    	
		Paspaley swap featuring one, 14mm semi round pearl with an 18kt yellow gold mechanism. Nitrile chord and cascade available separately.",Out of stock,SKU    C00L01YPS14,"AUD 4,980.00"
pearl-necklaces-touchstone-black-diamond-necklace-white-gold,Touchstone Black Diamond Necklace - White Gold,"Paspaley necklace featuring seven, 12mm oval pearls set in 18kt white gold, with 140 black diamonds (1.21ct) and 12 white diamonds (0.03ct).","The perfect gift for yourself or someone special, the Touchstone necklace offers a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley necklace featuring seven, 12mm oval pearls set in 18kt white gold, with 140 black diamonds (1.21ct) and 12 white diamonds (0.03ct).",In stock,SKU    V16N01WPO12,"AUD 16,800.00"
pearl-necklaces-touchstone-diamond-tassle-yellow-gold,Touchstone Diamond Tassle - Yellow Gold,"Paspaley necklace featuring a 15mm round pearl set in 18kt yellow gold, with 77 diamonds (0.91ct). Adjustable length from 39cm to 78cm.","This contemporary design features a free-moving pearl, set in a halo of diamonds. Additional gems on the tassels add further movement and interest.

    	
		Paspaley necklace featuring a 15mm round pearl set in 18kt yellow gold, with 77 diamonds (0.91ct). Adjustable length from 39cm to 78cm.",Out of stock,SKU    V19N10YPR15,"AUD 19,800.00"
pearl-necklaces-touchstone-long-blue-sapphire-necklace-white-gold,Touchstone Long Blue Sapphire Necklace - White Gold,"Paspaley necklace featuring 14, 10-12mm oval pearls set in 18kt white gold, with 297 blue sapphires (3.81ct) and 12 white diamonds (0.03ct).","A striking take on a classic, this necklace combines perfectly matched Paspaley pearls with deep blue sapphires.

    	
		Paspaley necklace featuring 14, 10-12mm oval pearls set in 18kt white gold, with 297 blue sapphires (3.81ct) and 12 white diamonds (0.03ct).",Out of stock,SKU    V19N09WPO12,"AUD 32,800.00"
pearl-necklaces-touchstone-long-ruby-necklace-yellow-gold,Touchstone Long Ruby Necklace - Yellow Gold,"Paspaley necklace featuring 12, 12mm button pearls set in 18kt yellow gold, with 272 rubies (4.27ct).","A striking take on a classic, this necklace combines perfectly matched Paspaley pearls with rich red rubies.

    	
		Paspaley necklace featuring 12, 12mm button pearls set in 18kt yellow gold, with 272 rubies (4.27ct).",In stock,SKU    V14N03YPB12,"AUD 24,800.00"
pearl-necklaces-touchstone-pink-sapphire-necklace-yellow-gold,Touchstone Pink Sapphire Necklace - Yellow Gold,"Paspaley necklace featuring 7, 10-12mm oval pearls set in 18kt yellow gold, with 148 pink sapphires (2.11ct) and 12 white diamonds (0.03ct).","The Touchstone necklace offers a stunning contrast between smooth Paspaley pearls and inverted pink sapphires.

    	
		Paspaley necklace featuring 7, 10-12mm oval pearls set in 18kt yellow gold, with 148 pink sapphires (2.11ct) and 12 white diamonds (0.03ct).",Out of stock,SKU    V19N15YPO12,"AUD 16,800.00"
pearl-necklaces-touchstone-ruby-12mm-round-pendant-yellow-gold,Touchstone Ruby 12mm Round Pendant - Yellow Gold,"Paspaley pendant featuring one, 12mm round pearl set in 18kt yellow gold, with 22 rubies (0.25ct) and 12 white diamonds (0.06ct). Chain sold separately.","Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one, 12mm round pearl set in 18kt yellow gold, with 22 rubies (0.25ct) and 12 white diamonds (0.06ct). Chain sold separately.",In stock,SKU    DC18P06YPR12,"AUD 6,360.00"
pearl-necklaces-touchstone-ruby-necklace-yellow-gold,Touchstone Ruby Necklace - Yellow Gold,"Paspaley necklace featuring a 13mm triangle pearl set in 18kt yellow gold, with ten rubies (0.10ct) and 12 white diamonds (0.03ct).","The crown of deep red rubies gives this necklace a flash of colour, while the subtle sparkle of diamonds complementing the glow of the pearl.

    	
		Paspaley necklace featuring a 13mm triangle pearl set in 18kt yellow gold, with ten rubies (0.10ct) and 12 white diamonds (0.03ct).",In stock,SKU    V14N04YPT13,"AUD 3,680.00"
pearl-necklaces-touchstone-ruby-tassel-yellow-gold,Touchstone Ruby Tassel - Yellow Gold,"Paspaley necklace featuring one, 13mm triangle pearl set in 18kt yellow gold, with 25 rubies (1.08ct) and 52 white diamonds (0.24ct).","This contemporary design features a free-moving pearl, set in a halo of rubies. Additional gems on the tassels add further movement and interest.

    	
		Paspaley necklace featuring one, 13mm triangle pearl set in 18kt yellow gold, with 25 rubies (1.08ct) and 52 white diamonds (0.24ct).",Out of stock,SKU    V14N06YPT13,"AUD 7,880.00"
pearl-necklaces-touchstone-sapphire-necklace-white-gold,Touchstone Sapphire Necklace - White Gold,"Paspaley necklace featuring a 13mm triangle pearl set in 18kt white gold, with ten blue sapphires (0.09ct) and 12 white diamonds (0.03ct).","The crown of deep blue sapphires gives this necklace a flash of colour, while the subtle sparkle complements the glow of the pearl.

    	
		Paspaley necklace featuring a 13mm triangle pearl set in 18kt white gold, with ten blue sapphires (0.09ct) and 12 white diamonds (0.03ct).",Out of stock,SKU    V19N08WPT13,"AUD 3,680.00"
pearl-necklaces-touchstone-sapphire-necklace-yellow-gold,Touchstone Sapphire Necklace - Yellow Gold,"Paspaley necklace featuring a 13mm triangle pearl set in 18kt yellow gold, with ten pink sapphires (0.09ct) and 12 white diamonds (0.03ct).","The crown of striking pink sapphires gives this necklace a flash of colour, while the subtle sparkle complements the glow of the pearl.

    	
		Paspaley necklace featuring a 13mm triangle pearl set in 18kt yellow gold, with ten pink sapphires (0.09ct) and 12 white diamonds (0.03ct).",Out of stock,SKU    V19N14YPT13,"AUD 3,680.00"
pearl-rings-embrace-the-sea-ring-yellow-gold,Embrace the Sea Ring - Yellow Gold,"Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 16 white diamonds (0.29ct).","This design pays tribute to the sea - the birthplace of Paspaley pearls.

    	
		Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 16 white diamonds (0.29ct).",In stock,SKU    C00R12YKQ10,"AUD 4,480.00"
pearl-rings-julia-ring-white-gold,Julia Ring - White Gold,"Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt white gold, with two white diamonds (0.03ct).","The Julia ring combines the organic appeal of a keshi baroque pearl, with the glimmer of beautiful white diamonds.

    	
		Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt white gold, with two white diamonds (0.03ct).",In stock,SKU    DC00R02WKQ10,"AUD 1,980.00"
pearl-rings-julia-ring-yellow-gold,Julia Ring - Yellow Gold,"Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt yellow gold, with two white diamonds (0.03ct).","The Julia ring combines the organic appeal of a keshi baroque pearl, with the glimmer of beautiful white diamonds.

    	
		Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt yellow gold, with two white diamonds (0.03ct).",In stock,SKU    DC00R02YKQ10,"AUD 1,980.00"
pearl-rings-keshi-eternity-ring-white-gold,Keshi Eternity Ring - White Gold,"Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt white gold, with 12 white diamonds (0.30ct).","This precious ring features a luminous keshi pearl and glistening white diamonds. The perfect ring to accompany your other Paspaley pieces.

    	
		Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt white gold, with 12 white diamonds (0.30ct).",In stock,SKU    C11R10WKQ10,"AUD 3,480.00"
pearl-rings-keshi-eternity-ring-yellow-gold,Keshi Eternity Ring - Yellow Gold,"Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 12 white diamonds (0.30ct).","This precious ring features a luminous keshi pearl and glistening white diamonds. The perfect ring to accompany your other Paspaley pieces.

    	
		Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 12 white diamonds (0.30ct).",In stock,SKU    C11R10YKQ10,"AUD 3,480.00"
pearl-rings-maxima-black-ring-white-gold,Maxima Black Ring - White Gold,"Paspaley ring featuring black mother-of-pearl set in 18kt white gold, with 70 white diamonds (0.70ct).","Iridescent and sparking, this sculptural ring combines black mother-of-pearl with striking white diamonds.

    	
		Paspaley ring featuring black mother-of-pearl set in 18kt white gold, with 70 white diamonds (0.70ct).",In stock,SKU    DW17R01W,"AUD 6,480.00"
pearl-rings-maxima-black-snake-ring-white-gold,Maxima Black Snake Ring - White Gold,"Paspaley ring featuring one 11mm round pearl set in 18kt white gold, with black mother-of-pearl and 57 white diamonds (0.60ct).","This ring delicately wraps around the finger, highlighting the pearl against the striking black mother-of-pearl trimmed with sparkling diamonds.

    	
		Paspaley ring featuring one 11mm round pearl set in 18kt white gold, with black mother-of-pearl and 57 white diamonds (0.60ct).",In stock,SKU    DW17R06WPR11,"AUD 7,480.00"
pearl-rings-maxima-ring-rose-gold,Maxima Ring – Rose Gold,"Paspaley ring with two Australian opals (1.50ct) and 44 white diamonds (0.50ct), set in 18kt rose gold.","Beautiful hand-carved opal is suspended from this ring exuding rainbow hues from every angle, with 44 white diamonds, all set in 18kt rose gold.

    	
		Paspaley ring with two Australian opals (1.50ct) and 44 white diamonds (0.50ct), set in 18kt rose gold.",In stock,SKU    DW18R05R,"AUD 6,280.00"
pearl-rings-maxima-ring-white-gold,Maxima Ring - White Gold,"Paspaley ring featuring mother-of-pearl set in 18kt white gold, with two white diamonds.","A single piece of hand carved mother-of-pearl is suspended from this ring, exuding rainbow hues from every angle.

    	
		Paspaley ring featuring mother-of-pearl set in 18kt white gold, with two white diamonds.",In stock,SKU    DW15R01W,"AUD 1,780.00"
pearl-rings-maxima-ring-yellow-gold,Maxima Ring - Yellow Gold,"Paspaley ring featuring mother-of-pearl set in 18kt yellow gold, with two white diamonds.","A single piece of hand carved mother-of-pearl is suspended from this ring, excuding with rainbow hues from every angle.

    	
		Paspaley ring featuring mother-of-pearl set in 18kt yellow gold, with two white diamonds.",In stock,SKU    DW15R01Y,"AUD 1,780.00"
pearl-rings-maxima-snake-ring-rose-gold,Maxima Snake Ring – Rose Gold,"Paspaley ring with one 11mm round pearl, two Australian opals (1.40ct) and 57 white diamonds (0.60ct), set in 18kt rose gold.","This ring delicately wraps around the finger, highlighting the pearl against the striking iridescent opal, rose gold and sparkling diamonds.

    	
		Paspaley ring with one 11mm round pearl, two Australian opals (1.40ct) and 57 white diamonds (0.60ct), set in 18kt rose gold.",In stock,SKU    DW18R06RPR11,"AUD 9,880.00"
pearl-rings-megisti-lapis-ring,MEGISTI LAPIS RING,"Paspaley Megisti ring featuring mother-of-pearl and lapis with 60 white diamonds (0.30ct), set in 18kt yellow gold.","Inspired by the natural geometry of the Kimberley region, this free-spirited flip ring rotates to showcase beautiful Paspaley mother-of-pearl on one side and lapis lazuli on the other.

    	
		Paspaley Megisti ring featuring mother-of-pearl and lapis with 60 white diamonds (0.30ct), set in 18kt yellow gold.",In stock,SKU    DA19R11Y,"AUD 5,980.00"
pearl-rings-megisti-pink-opal-ring,MEGISTI PINK OPAL RING,"Paspaley Megisti ring featuring mother-of-pearl and pink opal with 60 white diamonds (0.30ct), set in 18kt yellow gold.","Inspired by the natural geometry of the Kimberley region, this free-spirited flip ring rotates to showcase beautiful Paspaley mother-of-pearl on one side and pink opal on the other.

    	
		Paspaley Megisti ring featuring mother-of-pearl and pink opal with 60 white diamonds (0.30ct), set in 18kt yellow gold.",In stock,SKU    DA19R31Y,"AUD 5,980.00"
pearl-rings-megisti-turquoise-cocktail-ring,MEGISTI TURQUOISE COCKTAIL RING,"Paspaley Megisti ring featuring a 4mm keshi pearl, set in 18kt white gold with mother-of-pearl, turquoise and 162 white diamonds (0.95ct).","The Megisti cocktail ring is reversible, to showcase either Paspaley mother-of-pearl or turquoise. Reminiscent of a water droplet on a rocky shore, a small keshi pearl sits nestled amid the faceted gemstones.

    	
		Paspaley Megisti ring featuring a 4mm keshi pearl, set in 18kt white gold with mother-of-pearl, turquoise and 162 white diamonds (0.95ct).",Out of stock,SKU    DA19R24W,"AUD 32,800.00"
pearl-rings-megisti-turquoise-ring,MEGISTI TURQUOISE RING,"Paspaley Megisti ring featuring mother-of-pearl and turquoise with 60 white diamonds (0.30ct), set in 18kt white gold.","Inspired by the natural geometry of the Kimberley region, this free-spirited flip ring rotates to showcase beautiful Paspaley mother-of-pearl on one side and turquoise on the other.

    	
		Paspaley Megisti ring featuring mother-of-pearl and turquoise with 60 white diamonds (0.30ct), set in 18kt white gold.",In stock,SKU    DA19R21W,"AUD 5,980.00"
pearl-rings-monsoon-large-button-ring-white-gold,Monsoon Large Button Ring - White Gold,Paspaley Monsoon Ring in 750 White Gold with a 15mm Button Australian South Sea Pearl and White Diamonds.,"The Monsoon ring features our signature petal design. Available in yellow and white gold, each cocktail ring holds a gem-quality 15mm Paspaley pearl.

    	
		Paspaley Monsoon Ring in 750 White Gold with a 15mm Button Australian South Sea Pearl and White Diamonds.",In stock,SKU    DY18R02WPB15,"AUD 19,800.00"
pearl-rings-monsoon-large-button-ring-yellow-gold,Monsoon Large Button Ring - Yellow Gold,Paspaley Monsoon Ring in 750 Yellow Gold with a 15mm Button Australian South Sea Pearl and White Diamonds.,"The Monsoon ring features our signature petal design. Available in yellow and white gold, each cocktail ring holds a gem-quality 15mm Paspaley pearl.

    	
		Paspaley Monsoon Ring in 750 Yellow Gold with a 15mm Button Australian South Sea Pearl and White Diamonds.",Out of stock,SKU    DY18R02YPB15,"AUD 19,800.00"
pearl-rings-monsoon-wildflower-ring-yellow-gold,Monsoon Wildflower Ring - Yellow Gold,"Paspaley Monsoon ring featuring 2, 5-11mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 108 yellow diamonds and 36 white diamonds (2.10ct).","This handcrafted, limited edition ring features sparkling white and yellow diamonds, along with two exceptionally rare Paspaley keshi pearls.

    	
		Paspaley Monsoon ring featuring 2, 5-11mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 108 yellow diamonds and 36 white diamonds (2.10ct).",In stock,SKU    Y18R06YKQ11,"AUD 26,800.00"
pearl-rings-monsoon-wrap-ring-white-gold,Monsoon Wrap Ring - White Gold,Paspaley Monsoon Ring in 750 White Gold with a 9mm Oval Australian South Sea Pearl and 69 White Diamonds (0.72ct).,"Drawing upon our signature petal design, the Monsoon wrap ring houses a beautiful Paspaley pearl.

    	
		Paspaley Monsoon Ring in 750 White Gold with a 9mm Oval Australian South Sea Pearl and 69 White Diamonds (0.72ct).",In stock,SKU    DY18R01WPO09,"AUD 7,280.00"
pearl-rings-monsoon-wrap-ring-yellow-gold,Monsoon Wrap Ring - Yellow Gold,Paspaley Monsoon Ring in 750 Yellow Gold with a 9mm Oval Australian South Sea Pearl and 69 White Diamonds (0.72ct).,"Drawing upon our signature petal design, the Monsoon wrap ring houses a beautiful Paspaley pearl.

    	
		Paspaley Monsoon Ring in 750 Yellow Gold with a 9mm Oval Australian South Sea Pearl and 69 White Diamonds (0.72ct).",In stock,SKU    DY18R01YPO09,"AUD 7,280.00"
pearl-rings-pave-cherish-ring-white-gold,Pavé Cherish Ring - White Gold,"Paspaley ring featuring a 10mm round pearl set in 18kt white gold, with 40 white diamonds (0.20ct).","This ring sees a single round pearl framed by petals of sparkling white diamonds.

    	
		Paspaley ring featuring a 10mm round pearl set in 18kt white gold, with 40 white diamonds (0.20ct).",In stock,SKU    C11R08WPR10,"AUD 4,680.00"
pearl-rings-pave-cherish-ring-yellow-gold,Pave Cherish Ring - Yellow Gold,"Paspaley ring featuring a 10mm round pearl set in 18kt yellow gold, with 40 white diamonds (0.20ct).","This ring sees a single round pearl framed by petals of sparkling white diamonds.

    	
		Paspaley ring featuring a 10mm round pearl set in 18kt yellow gold, with 40 white diamonds (0.20ct).",In stock,SKU    C11R08YPR10,"AUD 4,680.00"
pearl-rings-rockpool-ring-white-gold,Rockpool Ring - White Gold,"Paspaley ring featuring one, 11mm round pearl set in 18kt white gold, with 112 white diamonds (0.35ct).","A statement in style featuring a single, luminous Paspaley pearl sits atop a stunning white gold band, set with sparkling pave set diamonds.

    	
		Paspaley ring featuring one, 11mm round pearl set in 18kt white gold, with 112 white diamonds (0.35ct).",In stock,SKU    DX17R10WPR11,"AUD 7,980.00"
pearl-rings-touchstone-black-diamond-ring-white-gold,Touchstone Black Diamond Ring - White Gold,"Paspaley ring featuring a 9-10mm oval pearl set in 18kt white gold, with 39 black diamonds (0.48ct).","This sculptural ring captures a stunning contrast between a smooth Paspaley pearl and inverted black diamonds.

    	
		Paspaley ring featuring a 9-10mm oval pearl set in 18kt white gold, with 39 black diamonds (0.48ct).",In stock,SKU    DV16R01WPO09,"AUD 4,980.00"
